Tweet,Fecha,Locacion,Tipo,Longitud,Latitud,Poblacion,
"@LillyTellez Ah , no bueno !
Entonces para que comes , si lo vas a tirar al excusado

LÓGICA TELLEZ",Thu Mar 31 18:40:15 +0000 2022,"Ciudad de México, Tláhuac, Las Calabacitas",R,-99.050461,19.3427885,19,
"@Jamalsney ¿Y el arnés?, ¿Será para sujetarte al excusado? 🧻😬",Sat Apr 02 05:21:31 +0000 2022,"Querétaro, Corregidora, La Cueva",R,-100.439731,20.478755,2494,
"@samuel_garcias
A ver  ????
Excusado",Tue Apr 05 19:37:05 +0000 2022,"Puebla, Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550,
Como dijo @ferbelaunzaran: le hubiera ido mejor si se hubiera excusado. La comparación con la claridad del Min Pére… https://t.co/ZC9Lp3wpgT,Tue Apr 05 22:50:21 +0000 2022,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
"El movimiento feminista en mi opinión solo es un grupo de choque busca vandalismo excusado en protesta.
Cuando real… https://t.co/2GoufYMBpv",Fri Apr 08 13:26:00 +0000 2022,"Nuevo León, Guadalupe, Las Escobas",R,-100.196134,25.6766035,3,
¿Nmms quien en su sano juicio tupe el excusado del Gym?,Mon Apr 11 22:33:09 +0000 2022,"Yucatán, Mérida, Palestino Necaxa",R,-89.623611,20.941035,0,
Tu foto en el excusado.,Thu Apr 14 19:51:52 +0000 2022,"Nuevo León, Monterrey, Monterrey",U,-100.2935915,25.6417185,1142952,
@pedroferriz3 Seas payaso cabeza de flotador de excusado,Sat Apr 16 08:48:24 +0000 2022,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
"Oigan, una duda…

Las mujeres andan desnudas en el baño? Se andan viendo todas? Es un excusado biológico comunal?… https://t.co/6zvv0Nhn1E",Sat Apr 16 18:31:02 +0000 2022,"Querétaro, Querétaro, El Huizachal de las Tetillas",R,-100.4405945,20.7152745,97,
@AndreaChavezTre Si se Excuso!! No vieron como Su Bocota parecía un Enorme Excusado Tirando mierda.,Tue Apr 19 04:00:31 +0000 2022,"Ciudad de México, La Magdalena Contreras, La Magdalena Contreras",U,-99.2480095,19.318042,246428,
@Jacinta_Camila @guilbert_ga @NEUROSURGEONNN Pero en la historía d el excusado,Sat Apr 23 20:13:05 +0000 2022,"Ciudad de México, Venustiano Carranza, Venustiano Carranza",U,-99.087817,19.4320755,443704,
"@Victori54417757 Yo no sabía que los excusados tienen diferentes capacidades, hasta que me puse a cotizar uno...🤔",Tue Apr 26 00:58:22 +0000 2022,"Ciudad de México, Azcapotzalco, Azcapotzalco",U,-99.182126,19.4857835,432205,
"@Solteronaaa Merodeando por el "" cenado "" cierta ocasión me tocó ver una taza de excusado pasar corriendo hecha la… https://t.co/gjO2ySo7kW",Wed Apr 27 12:34:19 +0000 2022,"Ciudad de México, Tlalpan, Cañada del Acueducto",R,-99.208364,19.199485,161,
"No es calidad de vida vivir debajo de un excusado atmosférico💀 , no hay desarrollo real sin #MedioAmbiente https://t.co/gXzp8dT1dv",Wed May 04 23:04:37 +0000 2022,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
"@FDoringCasar Tu si que sabes de heces fecales, desde FECAL @FelipeCalderon hasta la política de excusado de los… https://t.co/OOgqA9HXNY",Mon May 09 22:32:58 +0000 2022,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,
"Le faltan jalones de la bomba para excusados marca ACME, se tapó. https://t.co/FZ2udEMFzM",Thu May 12 15:30:03 +0000 2022,"Querétaro, San Juan del Río, San Juan del Río",U,-100.014785,20.3880745,177719,
@RosaMaraSanto11 @Ssierra2009 @DanielaLunera Los dos par de gusanos de excusado🐛🐛,Fri May 20 12:57:10 +0000 2022,"Querétaro, Querétaro, El Huizachal de las Tetillas",R,-100.4405945,20.7152745,97,
"Q ricoooo macho !!! desearia me use de su excusado para que se vacie en mi ano, o de cesto de mecos y me fornique a… https://t.co/QI4exHnFFu",Sat May 21 05:21:25 +0000 2022,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,
"Finalmente ocurrió lo que había temido durante toda mi vida: UNA PINCHE ARAÑA EN EL EXCUSADO. 

😖😖😖😖😖",Fri May 27 00:19:55 +0000 2022,"Quintana Roo, Solidaridad, San Carlos",R,-87.346982,20.5845305,27,
@catrina_nortena @JosHernndezPue1 Malditas Ratas! Van a tapar el Excusado 🤢🤢🤮🤮🤑🤑🤑,Fri May 27 18:15:36 +0000 2022,"Ciudad de México, La Magdalena Contreras, La Magdalena Contreras",U,-99.2480095,19.318042,246428,
@2012DFM @Caruso03787215 @Unidosxmexi Atodos@al excusado,Sun May 29 22:50:46 +0000 2022,"Ciudad de México, Venustiano Carranza, Venustiano Carranza",U,-99.087817,19.4320755,443704,
"@Faitelson_ESPN Es preferible caer en la taza de un excusado
que caer en el ocico de este viejo @Faitelson_ESPN",Thu Jun 02 20:03:55 +0000 2022,"Sinaloa, Culiacán, Santa Lucía",R,-107.3420565,24.6624885,0,
"Me puse como psicótica a desmanchar los excusados, por acá el agua mancha mucho el tolido, lo logré con un liquido… https://t.co/cxn1OvVlDx",Sat Jun 04 03:03:40 +0000 2022,"Chihuahua, Juárez, Luis Carlos Ruiz",R,-106.568008,31.452274,0,
Hoy Fui al Excusado y Me en encontré al PRIANMCPRD Despidiendose!!😁😅,Mon Jun 06 13:37:58 +0000 2022,"Ciudad de México, La Magdalena Contreras, La Magdalena Contreras",U,-99.2480095,19.318042,246428,
De niña me daban miedo los excusados que no tenían dona para sentarse sentía que me caía pa’dentro y me mojaria las… https://t.co/j8fA62wxjS,Mon Jun 13 17:46:08 +0000 2022,"Yucatán, Valladolid, Pom",R,-88.085541,20.5580215,0,
"@fernandeznorona Ya nomas te falta transmitir desde el excusado, y que sea público, de esos que cobran cinco pesos y te dan tu tira de papel",Fri Jun 17 19:02:10 +0000 2022,"Hidalgo, Tizayuca, Emiliano Zapata",U,-98.9642575,19.8533755,9987,
No puedo con que le digan Sr Excusados jajaja #FueraBaños,Sat Jun 18 03:02:16 +0000 2022,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
@abrahamendieta A Vargas Llosa le dió diarrea no lo molestemos va a estar tres días en el excusado,Mon Jun 20 00:17:29 +0000 2022,"Morelos, Cuautla, Colonia el Sifón",R,-98.9534575,18.827419,91,
@Cronica2030 @epigmenioibarra @FelipeCalderon Calderon es un excusado nscioi,Sun Jun 26 02:19:48 +0000 2022,"México, Cuautitlán Izcalli, Las Tinajas",R,-99.233657,19.6562895,1472,
@fernandeznorona Puro cuento eso de que lees muchos libros. Ni con las horas que te echas en el excusado podrías. ¿… https://t.co/dYG9bKVLbk,Mon Jun 27 18:50:47 +0000 2022,"Hidalgo, Tizayuca, Emiliano Zapata",U,-98.9642575,19.8533755,9987,
@gordon_oscar @LillyTellez @kenialopezr @MarkoCortes EN CUALQUIER LETRINA DE CANTINA DE MALA MUERTE. ASÓMATE AL EXCUSADO Y ALLÍ LAS VERÁS.,Tue Jun 28 10:43:09 +0000 2022,"Oaxaca, Oaxaca de Juárez, Cuatro Vientos",R,-96.7250025,17.090319,6,
@_ryo_hermoso @josliza24 Pues hay un capítulo de los Simpson donde Lisa se disfraza y se hace llamar excusado WC a… https://t.co/qqFvMXEeoP,Wed Jun 29 03:49:42 +0000 2022,"México, Atizapán de Zaragoza, Rancho Nuestra Señora de los Ángeles",R,-99.269192,19.5645875,16,
@TiamatComet_ @EstefaniaVeloz @m_ebrard Es más gringa la taza del excusado de mi casa que la pinche mona esa.,Wed Jun 29 15:20:46 +0000 2022,"Nuevo León, Monterrey, Monterrey",U,-100.2935915,25.6417185,1142952,
@PedroHe64552161 @alitomorenoc Solo para  el excusado,Tue Jul 05 02:55:51 +0000 2022,"Puebla, Coronango, Real del Bosque",R,-98.2613415,19.1193045,30,
"@fernandeznorona Usarlos como papel higiénico diputado. Y no te sulfures, los tienes amontonados en el excusado. ¡Fuchi KK, diría el KKs!",Tue Jul 05 19:34:15 +0000 2022,"Hidalgo, Tizayuca, Emiliano Zapata",U,-98.9642575,19.8533755,9987,
"@LaChinatriple @Martergasa O sea que te haces pipí en tu regadera? 🤔
O tal vez la tubería con el excusado está comp… https://t.co/zw7Py2KF92",Tue Jul 12 02:35:54 +0000 2022,"Jalisco, Guadalajara, Guadalajara",U,-103.335882,20.676652,1385621,
"No habrá segunda cita, pero al menos ya sabe que el papel higiénico va dentro del excusado y no en el bote de basura.",Tue Jul 12 18:44:37 +0000 2022,"Ciudad de México, Cuajimalpa de Morelos, Paraje Cerro de los Padres",R,-99.3184285,19.3740755,12,
@pedroferriz3 Mendigo cabeza de flotador de excusado ningún chile te enbona sanababish,Tue Jul 12 19:17:30 +0000 2022,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
@pedroferriz3 Seas payaso cabeza de flotador de excusado,Wed Jul 13 01:20:30 +0000 2022,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
@Aletse_04 @lopezobrador_ Menos el excusado ...ese le queda perfecto,Wed Jul 13 16:41:24 +0000 2022,"Puebla, Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550,
@SoyIsraman La 💩💩💩💩 se boto del excusado,Sun Jul 17 02:27:24 +0000 2022,"Jalisco, Zapopan, Las Palomas",R,-103.4847745,20.790657,0,
"@ClouthierManuel Ay,Maquío!
Te la hubieras jalado y los hubieras echado al excusado en lugar de engendrar ésto.",Thu Jul 21 01:52:31 +0000 2022,"Jalisco, Guadalajara, Guadalajara",U,-103.335882,20.676652,1385621,
"Desde que se inventaron las excusas
Se acabaron los pendejos como AMLO
OTRO EXCUSADO.
LITERAL",Sat Jul 23 23:46:43 +0000 2022,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
@JulioOmarGS No son los sapos del excusado, ni los castigados usuarios domésticos que reciben agua a ratos con cort… https://t.co/YLevJ4pbof,Fri Aug 05 05:45:20 +0000 2022,"Sonora, Hermosillo, Vicente Guerrero",R,-111.498181,28.9698625,5
@more70mart @marcos4TVA @DenisseDresserG Pregúntome yo : no le dará asco al excusado recibiendo tanta miercoles de… https://t.co/SeLE8PVSXI,Thu Aug 11 01:57:27 +0000 2022,"Guanajuato, Apaseo el Grande, Ninguno [Plaza Comercial]",R,-100.772211,20.5226915,4,
@Paulina4T @alitomorenoc Boca de EXCUSADO,Sat Aug 13 04:58:59 +0000 2022,"México, Acolman, Acolman de Nezahualcóyotl",U,-98.912828,19.630247,6449,
@juncalssolano @alitomorenoc Ocico  de EXCUSADO https://t.co/EXfTghkV95,Sat Aug 13 05:07:15 +0000 2022,"México, Acolman, Acolman de Nezahualcóyotl",U,-98.912828,19.630247,6449,
"@ChumelTorres Si alguien sabe de excusados
 eres tú @ChumelTorres basta con leerte un momento.",Sun Aug 14 00:53:10 +0000 2022,"Tabasco, Comalcalco, Tupilquillo",R,-93.341606,18.291262,760,
"Jaja me has hecho reír. A ver, sientalo en el excusado, explica para que es....igual funciona.",Thu Aug 18 19:00:52 +0000 2022,"Ciudad de México, La Magdalena Contreras, La Magdalena Contreras",U,-99.2480095,19.318042,246428,
"@catrina_nortena @epigmenioibarra @CiroGomezL Ese piche Ciro nunca va a aceptar que tiene hocico de excusado, cada que habla la caga!!",Wed Aug 24 17:54:58 +0000 2022,"México, Coacalco de Berriozábal, Bosques de Coacalco",R,-99.0903035,19.626005,99,
@Marcos_ElTigre6 El excusado osease WC mas claro las cloacas repletas de 💩💩💩,Sun Aug 28 16:45:15 +0000 2022,"Ciudad de México, La Magdalena Contreras, La Magdalena Contreras",U,-99.2480095,19.318042,246428,
"@AleAtorres01 Pues ojalá hubieran aventado tu celular al excusado, que es de donde extraes tus ideas pndejas. Averg… https://t.co/vztflGRymH",Wed Aug 31 19:28:18 +0000 2022,"Michoacán de Ocampo, Morelia, Roca Dura",R,-101.27577,19.652724,268,
@PartidoMorenaMx @ErnestoGMing La pregunta es: se habría excusado el ministro de no haberse conocido esta reunión s… https://t.co/akOfAZeMYb,Thu Sep 01 06:14:34 +0000 2022,"Baja California, Playas de Rosarito, Mesa Redonda",R,-116.929102,32.3328765,9,
Me da una pena ajena ver cómo lo intentas tanto... Con ese humor de excusado taaaan 90,Sat Sep 03 05:45:54 +0000 2022,"Chihuahua, Aldama, El Papalote",R,-106.1628985,28.941866,0,
"Enviado desde el excusado, y debo de coincidir.",Sun Sep 04 15:45:03 +0000 2022,"Jalisco, Zapopan, Las Palomas",R,-103.4847745,20.790657,0,
"@blancasmadrigal @lopezobrador_ Siempre excusado su estupidez con los anteriores gobiernos, que caro se esta pagand… https://t.co/35GbLBpRPY",Tue Sep 06 17:09:28 +0000 2022,"Tabasco, Paraíso, Moctezuma 3ra. Sección",R,-93.251014,18.3567945,878,
"@EdySmol Eso es un pelo de gato comparado con lo que cada año tiramos a los excusados llamados PEMEX y CFE, de eso,… https://t.co/YOFJ8k0X3O",Mon Sep 19 08:45:30 +0000 2022,"México, Cuautitlán Izcalli, Las Tinajas",R,-99.233657,19.6562895,1472,
@craviotocesar Toda la caca se va al excusado.,Wed Sep 21 02:37:11 +0000 2022,"Guanajuato, León, Rancho de Don Alberto García",R,-101.601401,21.09806,1,
"@jgnaredo Cuántas horas le inviertes al día para ""pensar"" en como defender al #FloreroDePalacio?

Horas tiradas a la basura, al excusado.",Fri Sep 23 04:06:35 +0000 2022,"Baja California, Mexicali, Ejido José Saldaña Número 2",R,-115.22918,31.7896695,19,
"@PakoLeonTV6 @ShelzyMx El excusado.

(Así le decían en mi rancho al wc).",Thu Sep 29 06:02:11 +0000 2022,"Veracruz de Ignacio de la Llave, Misantla, La Curva del Zapote",R,-96.8711,19.956882,0,
"@satyagraha_yo Hasta el momento se le vió por última vez sumergirse en un excusado 🚾 el reporte es muy escueto 
Seguiremos informando 🎤",Sat Oct 01 21:47:46 +0000 2022,"Jalisco, Zapopan, Las Palomas",R,-103.4847745,20.790657,0,
"""Uno puede llorar hasta con la palabra «excusado» si tienes ganas de llorar.""
- Jaime Sabines.",Wed Oct 05 05:49:31 +0000 2022,"Chiapas, Tuxtla Gutiérrez, Tuxtla Gutiérrez",U,-93.1396595,16.7424355,578830,
@RossyTB Aca no somos excusado 💩💩💩💩💩💩💩💩💩💩,Sun Oct 09 22:36:42 +0000 2022,"Nuevo León, Apodaca, El Tasajillo",R,-100.1687175,25.778679,0,
@Israelsv74 @KarlaDeLaFuen16 @XochitlGalvez será tapón de excusado jajajaja jajaja,Thu Oct 13 18:47:21 +0000 2022,"Ciudad de México, Xochimilco, Tlacualleli (El Calvario)",R,-99.08179,19.2362445,91,
"Coca Cola. A menos que sea para limpiar excusados o aflojar birlos. El agua es la vida, el café la vitalidad y la c… https://t.co/RthSSAh2UU",Mon Oct 17 16:36:31 +0000 2022,"Ciudad de México, Cuajimalpa de Morelos, Paraje Cerro de los Padres",R,-99.3184285,19.3740755,12,
Necesita ganar no seas idiota y por 5 de diferencia o tú y Martinoli no sé van a la alcantarilla se van al excusado… https://t.co/FGz8RHQYSd,Mon Oct 31 01:48:33 +0000 2022,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
@LuisGarcia08 Dile eso al Santi excusados jajajajaja,Wed Nov 09 18:35:14 +0000 2022,"Jalisco, Guadalajara, Guadalajara",U,-103.335882,20.676652,1385621,
"@deniseramosm EXCUSADO, MIL PLANAS.",Wed Nov 16 12:44:47 +0000 2022,"Nuevo León, Guadalupe, Las Escobas",R,-100.196134,25.6766035,3,
@El_Universal_Mx Esta  cacarucho apedillarse baños y tener cara de excusado,Wed Nov 16 22:42:00 +0000 2022,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
"@MiguelPoloP ""Excusado"" con todo y error de ortografía, es lo que usted tiene en la cabeza",Fri Nov 18 20:34:23 +0000 2022,"Nuevo León, García, El Pedregal",R,-100.640491,25.8057225,2,
Como kk en excusado!,Sat Nov 19 14:44:22 +0000 2022,"Baja California, Playas de Rosarito, Mesa Redonda",R,-116.929102,32.3328765,9,
"@YayaMarchena Sisi viva Sandra Cuevas para la secretaría de educación. Ebrard en seguridad, y Monri en... El excusado",Sun Nov 20 09:04:04 +0000 2022,"Ciudad de México, Iztacalco, Iztacalco",U,-99.096496,19.399101,404695,
@pov50 @teresacastellmx @INEMexico @laoctava_tv Dice que es empresaria y vende rebozos y excusados en Mercado Libre.,Mon Nov 21 16:50:05 +0000 2022,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,
"""Es fácil filosofar si es otro el que está hecho mierda.""

📼 Trainspotting (1996)

Prohibido nadar en el excusado!! https://t.co/UuANwfZf2G",Fri Nov 25 17:05:18 +0000 2022,"Jalisco, San Pedro Tlaquepaque, Colonia Cerro del Cuatro",R,-103.348324,20.592133,0,
Por esa razón estás allá. Limpiando excusados,Sat Nov 26 01:33:31 +0000 2022,"México, Tlalnepantla de Baz, Ejido de Tenayuca (Cola de Caballo)",R,-99.1642825,19.543933,71,
@fernandeznorona 6000000!! Y un solo p1nch3 excusado!! ¿Y no te dejaron usarlo los compañeros ojaldras?,Mon Nov 28 05:55:02 +0000 2022,"Hidalgo, Tizayuca, Emiliano Zapata",U,-98.9642575,19.8533755,9987,
"@Ludo_Luther @fernandeznorona @Reforma No. Sus ratos libres se la pasa ""leyendo libros"" en el excusado. Dicen que y… https://t.co/tuLyJu7lQD",Wed Nov 30 22:00:24 +0000 2022,"Hidalgo, Tizayuca, Emiliano Zapata",U,-98.9642575,19.8533755,9987,
@fernandeznorona Ahora revisa tu excusado y dinos que ves. https://t.co/LwCrjgPoDM,Thu Dec 08 01:34:10 +0000 2022,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
Magnífico estudio base (solamente hidráulico) del proceso de vaciado del excusado. Spoiler: siempre hay que bajar l… https://t.co/9U3L5kmXhl,Thu Dec 08 18:13:36 +0000 2022,"Morelos, Jiutepec, Jiutepec",U,-99.1686505,18.8866865,174629,
"@GralVictoria Por la percha y la actitud,  seguramente de lava excusados, ya se nota que le gusta andar lamiendole el horto al kks...",Fri Dec 09 18:53:37 +0000 2022,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,
@yaneliclopez Ay no manches intentándome sacar esa madre ahorita se me cayó al excusado 🤡😫 tuve que meter toda la m… https://t.co/Rf5Q4Sc6Mi,Tue Dec 20 05:20:38 +0000 2022,"Guanajuato, Irapuato, Irapuato",U,-101.3403935,20.673542,452090,
@yaneliclopez Metí toda la mano al excusado para sacar la copa solo quería aclarar 😩😫,Tue Dec 20 05:21:10 +0000 2022,"Guanajuato, Irapuato, Irapuato",U,-101.3403935,20.673542,452090,
"@jrsestaca Que bueno que ya se jaló la cadena del excusado para desechar la basura que vendes  en radio y tv, tú y tu amiguito.",Wed Dec 21 14:43:24 +0000 2022,"Veracruz de Ignacio de la Llave, Veracruz, El Zapote",R,-96.2293965,19.183953,10,
"@PedroFerriz No, porque, México se convertirá en el ""excusado/WC"" de la izquierda latinoamericana...",Thu Dec 22 12:12:17 +0000 2022,"Querétaro, Querétaro, El Huizachal de las Tetillas",R,-100.4405945,20.7152745,97,
"Ahora tratará de meter al excusado  donde ya metió a varios, también a los ministros de la @SCJN no tiene límites n… https://t.co/f7bLOuqEqk",Tue Jan 03 03:09:24 +0000 2023,"Yucatán, Mérida, Palestino Necaxa",R,-89.623611,20.941035,0,
"Aparte del excusado 🚾, ¿desde qué otro lugar escucha @QuesuenaenREAL ? 🤪😝

@goliveros @vinymodee",Fri Jan 06 16:11:59 +0000 2023,"Querétaro, Querétaro, El Huizachal de las Tetillas",R,-100.4405945,20.7152745,97,
Que bueno eso parecía un excusado visual y te expusieron demasiado cuando tu trabajo no es critica o chiste es un a… https://t.co/YcfToyZK1f,Tue Jan 17 02:39:40 +0000 2023,"Aguascalientes, Aguascalientes, Barandales de San José",R,-102.327207,21.849459,169,
